,name,polygon,area
569,Park,"[(32.8582359, 40.0236625), (32.8583734, 40.0230208), (32.8585882, 40.0234766), (32.8586441, 40.0236921), (32.8582359, 40.0236625)]",1358.232938235156
570,Park,"[(32.8507207, 40.0106497), (32.8505508, 40.0101699), (32.8511136, 40.0100262), (32.8512799, 40.0105657), (32.8507207, 40.0106497)]",2889.668947234166
571,Park,"[(32.8486155, 40.0116214), (32.8489235, 40.0114411), (32.8494795, 40.0121595), (32.8490402, 40.0122855), (32.8486155, 40.0116214)]",3157.9669824216635
572,Şht. Er Ali Ekşioğlu Parkı,"[(32.8510656, 40.0131347), (32.851508, 40.0129721), (32.851784, 40.0134925), (32.8513699, 40.0136497), (32.8510656, 40.0131347)]",2539.5268135573688
573,Park,"[(32.8555778, 40.0135552), (32.8558467, 40.0138073), (32.8561892, 40.0138166), (32.856201, 40.0134367), (32.8560591, 40.0134169), (32.855868, 40.0133437), (32.8555778, 40.0135552)]",1941.8803875512258
574,Faruk Çam Parkı,"[(32.860645, 40.0159797), (32.8607684, 40.0162821), (32.8608187, 40.0163655), (32.8613553, 40.0161543), (32.8612166, 40.0159703), (32.8609458, 40.0159852), (32.8608821, 40.0159337), (32.860645, 40.0159797)]",1725.1823591429281
575,Park,"[(32.874224, 40.0070714), (32.8741036, 40.006841), (32.8748752, 40.0065997), (32.8750451, 40.0069033), (32.8746416, 40.0070362), (32.8745425, 40.0069549), (32.874224, 40.0070714)]",2313.9728361469597
577,Yaşar Yasin Kavaklı Parkı,"[(32.8917016, 39.9897394), (32.8924164, 39.9894563), (32.8926012, 39.9897855), (32.8919159, 39.99006), (32.8917016, 39.9897394)]",2682.3344009773164
579,Ebül Feyz Elçibey Parkı,"[(32.8793575, 39.9839553), (32.8797043, 39.9836353), (32.88049, 39.984194), (32.8803626, 39.9843757), (32.8802494, 39.9843594), (32.8799025, 39.9842699), (32.8793575, 39.9839553)]",3662.2502708425473
580,Vali Erdoğan Şahinoğlu Parkı,"[(32.8707494, 39.9773799), (32.8711921, 39.9778014), (32.8715673, 39.9774679), (32.872038, 39.9769688), (32.8716047, 39.9766726), (32.8715509, 39.9766358), (32.8714595, 39.976838), (32.8713163, 39.9770183), (32.8710847, 39.9772149), (32.8707494, 39.9773799)]",5745.924934626736
581,Şehit Piyade Çavuş İbrahim Bektaş Parkı,"[(32.8398244, 39.9929137), (32.840586, 39.9930294), (32.8410428, 39.993039), (32.8410385, 39.9929997), (32.841044, 39.9928782), (32.8410942, 39.9927756), (32.8411469, 39.9926952), (32.8412412, 39.9925936), (32.8406203, 39.9923427), (32.8405583, 39.9923233), (32.8404659, 39.9923074), (32.8401226, 39.9923264), (32.8400597, 39.9923649), (32.8400061, 39.9924124), (32.8398205, 39.9928072), (32.8397999, 39.9928602), (32.8397993, 39.9928883), (32.8398244, 39.9929137)]",7145.036569156498
582,Park,"[(32.8419831, 39.993656), (32.8419734, 39.9932635), (32.8420352, 39.9930995), (32.8420416, 39.9930995), (32.8421295, 39.9930998), (32.8424876, 39.9931007), (32.8424858, 39.9936382), (32.8419831, 39.993656)]",2595.3035702603183
583,Şehit Jan. Ulş. Er Metin Özdemir Parkı,"[(32.8336717, 39.9967986), (32.8336717, 39.9963431), (32.8338451, 39.9963566), (32.8340893, 39.996419), (32.8341199, 39.9964626), (32.834192, 39.9965654), (32.8343088, 39.9967905), (32.8336717, 39.9967986)]",2094.936733398443
584,Park,"[(32.9403154, 39.968139), (32.9408229, 39.9688175), (32.9413669, 39.9686209), (32.9414077, 39.968574), (32.9414018, 39.9685115), (32.9411745, 39.9681741), (32.9409355, 39.9682836), (32.9406352, 39.9682054), (32.9405041, 39.9680513), (32.9403154, 39.968139)]",3927.0236464108575
585,Başpınar Mahallesi Mevlana Parkı,"[(32.9188691, 39.9702341), (32.9191164, 39.9700564), (32.9194743, 39.9697993), (32.9197141, 39.969627), (32.9197429, 39.9695313), (32.9198293, 39.9694798), (32.9198917, 39.9694908), (32.9200694, 39.9695791), (32.9200646, 39.9696417), (32.9203671, 39.9698183), (32.9204151, 39.9698772), (32.9206839, 39.9705285), (32.9207416, 39.9705542), (32.9207896, 39.970683), (32.9202518, 39.9708744), (32.9201062, 39.970928), (32.9193924, 39.9711908), (32.9192724, 39.9709627), (32.9193108, 39.9709259), (32.9190035, 39.9703224), (32.9189219, 39.9703224), (32.9188691, 39.9702341)]",17362.963622076004
586,Park,"[(32.8142456, 39.9924181), (32.8146414, 39.9923759), (32.8145565, 39.9919087), (32.8141608, 39.9919509), (32.8142456, 39.9924181)]",1785.8428259872696
587,Park,"[(32.8446418, 39.9949045), (32.8451548, 39.9952439), (32.8453792, 39.9952729), (32.8453821, 39.9952484), (32.8452131, 39.9947615), (32.8446942, 39.9948442), (32.8446418, 39.9949045)]",1940.9551543443658
588,Park,"[(32.8421714, 40.0588228), (32.842229, 40.0585472), (32.8431844, 40.0582606), (32.8432853, 40.0582863), (32.843218, 40.0587898), (32.8421714, 40.0588228)]",4043.4678467856043
589,Çocuk Parkı,"[(32.9146994, 39.9147015), (32.9148417, 39.9144559), (32.9149386, 39.9143755), (32.9151541, 39.9142875), (32.915508, 39.9141586), (32.9154883, 39.9145074), (32.9154388, 39.9148183), (32.9146994, 39.9147015)]",3113.5650784206086
590,Emirhan Yalçın Parkı,"[(32.9266058, 39.9649275), (32.9266778, 39.9655089), (32.9269522, 39.9654829), (32.9274556, 39.9654353), (32.9275036, 39.9655457), (32.9276236, 39.9655457), (32.9277149, 39.965818), (32.9285791, 39.9656083), (32.9292465, 39.9654501), (32.9299427, 39.9653323), (32.9308021, 39.9652734), (32.9306835, 39.9643951), (32.9302452, 39.9644528), (32.9300243, 39.9639008), (32.9266058, 39.9649275)]",42588.360764849276
592,Şehit Miraç Yıldırım Parkı,"[(32.975475, 39.9063868), (32.9754746, 39.9055028), (32.9760357, 39.9054079), (32.9760578, 39.9058383), (32.9761257, 39.906369), (32.975475, 39.9063868)]",5244.1094009233675
593,ODTÜ Gül Parkı,"[(32.7859747, 39.8920614), (32.7857849, 39.8922691), (32.7853672, 39.8924973), (32.7852633, 39.8929312), (32.7853734, 39.892886), (32.7873598, 39.8920702), (32.7874085, 39.8919882), (32.7873478, 39.8918205), (32.7871313, 39.8918291), (32.786868, 39.8920357), (32.7866162, 39.8920061), (32.7864199, 39.8922623), (32.7859747, 39.8920614)]",7054.030968269315
594,Abdurrahman Oğultürk Parkı,"[(33.1225637, 39.5530099), (33.121916, 39.5528217), (33.1221507, 39.5524195), (33.1222298, 39.5524536), (33.122211, 39.5524826), (33.1226469, 39.5526987), (33.1226147, 39.5527328), (33.1228145, 39.5528145), (33.1228105, 39.5528321), (33.122789, 39.5528528), (33.1225865, 39.5530037), (33.1225637, 39.5530099)]",2527.865625994898
595,Şht. Astsubay Özgür Coşkun Parkı,"[(32.8953533, 39.9398626), (32.8954781, 39.9396859), (32.8959966, 39.9394061), (32.8963087, 39.9398147), (32.8957998, 39.9400061), (32.8953533, 39.9398626)]",2941.9553696434195
598,Ahmet Arif Parkı,"[(32.8340762, 39.8836552), (32.8357912, 39.8836841), (32.8358185, 39.883952), (32.8359794, 39.883952), (32.836534, 39.883692), (32.8365785, 39.8835922), (32.8360753, 39.8827306), (32.8344835, 39.8832034), (32.8340282, 39.8832796), (32.8340693, 39.8834503), (32.8340762, 39.8836552)]",16024.743082953906
599,Ahmet Haşim Parkı,"[(32.8359872, 39.8854061), (32.8364748, 39.8856547), (32.8364908, 39.8853726), (32.8365548, 39.8850361), (32.8366123, 39.884974), (32.8368661, 39.8849812), (32.8367883, 39.8844317), (32.8365785, 39.884455), (32.8360762, 39.8847682), (32.8358308, 39.8850832), (32.8357284, 39.885269), (32.8347807, 39.886258), (32.8346389, 39.8864955), (32.8344917, 39.8866955), (32.8342422, 39.887031), (32.8340524, 39.8874384), (32.8339224, 39.8877941), (32.8341263, 39.8878459), (32.8343327, 39.8873825), (32.8343697, 39.8873896), (32.8346007, 39.8869854), (32.8349797, 39.8865622), (32.8354573, 39.886009), (32.8359872, 39.8854061)]",15145.768942883047
603,Şehit Teğmen Sabri Kartal Parkı,"[(32.6366471, 39.9526924), (32.6368459, 39.9531463), (32.6372568, 39.9530447), (32.6377781, 39.9529194), (32.6380476, 39.952811), (32.6380786, 39.9526992), (32.6379946, 39.9524621), (32.6375837, 39.9525197), (32.6366471, 39.9526924)]",5530.294842340299
605,Gazze Parkı,"[(32.8212957, 39.8835209), (32.8209135, 39.8835853), (32.8208845, 39.8825913), (32.8211216, 39.8825669), (32.8212957, 39.8835209)]",2904.988946492393
608,Ayşe Bilgilioğlu Parkı,"[(32.8194151, 39.8813989), (32.8200279, 39.8814108), (32.8200125, 39.8817983), (32.8194229, 39.8817969), (32.8194151, 39.8813989)]",2241.1006738263663
609,Çankaya Huzur Parkı,"[(32.8230198, 39.8810854), (32.8229423, 39.880859), (32.8228976, 39.8806612), (32.8223165, 39.8807424), (32.8224178, 39.8811998), (32.8230198, 39.8810854)]",2553.6705716432216
610,Cevizlidere Aski Yanı Parkı,"[(32.8178695, 39.8805129), (32.8179012, 39.8799342), (32.8183407, 39.8804746), (32.8178695, 39.8805129)]",1288.183082614525
615,Barış Parkı,"[(32.8355568, 39.8777218), (32.8348846, 39.8780393), (32.834669, 39.8777707), (32.8353412, 39.8774531), (32.8355568, 39.8777218)]",2363.689541248957
616,Gökçe Parkı,"[(32.8089359, 39.8894707), (32.8089104, 39.8893983), (32.8089078, 39.8893317), (32.8089691, 39.8892495), (32.8093595, 39.8889245), (32.8096172, 39.8891673), (32.8096631, 39.8892064), (32.8097269, 39.889226), (32.8097906, 39.8892471), (32.8100447, 39.8893059), (32.8102231, 39.8893713), (32.8102575, 39.8894087), (32.810319, 39.8898816), (32.8100505, 39.8899481), (32.8100307, 39.8896641), (32.8098741, 39.8895087), (32.8094017, 39.8895981), (32.8091969, 39.8896841), (32.8089359, 39.8894707)]",5922.032861533253
617,Karayolları Parkı,"[(32.5713757, 39.8076956), (32.5715284, 39.8074033), (32.5718521, 39.8069366), (32.5709886, 39.8066266), (32.5706407, 39.8062879), (32.5702736, 39.8059306), (32.5699834, 39.8060176), (32.5696841, 39.8061379), (32.5693747, 39.8062623), (32.5692331, 39.8064961), (32.568865, 39.806594), (32.5687872, 39.8066865), (32.5699649, 39.8071519), (32.5713757, 39.8076956)]",23282.383806972462
618,Tamer Kılıç Parkı,"[(32.8466552, 39.9861324), (32.8471929, 39.98561), (32.8472937, 39.9855805), (32.8475962, 39.9856468), (32.8473561, 39.9861507), (32.8472553, 39.986342), (32.8470489, 39.9863494), (32.8467896, 39.9862427), (32.8466552, 39.9861324)]",3797.7344198125147
619,Şehit Hava Pilotu Yüzbaşı Ali Rıza Sadak Parkı,"[(32.8426065, 39.9860312), (32.842522, 39.9858793), (32.8424462, 39.9857274), (32.8424462, 39.9855889), (32.8426619, 39.9854706), (32.8428384, 39.9854126), (32.842964, 39.9853453), (32.843063, 39.9852127), (32.8431101, 39.9850181), (32.8435951, 39.9851673), (32.8432653, 39.9858971), (32.8429825, 39.9858435), (32.8428397, 39.9858525), (32.842726, 39.9858994), (32.8426065, 39.9860312)]",5510.12156103065
620,Park,"[(32.8458317, 39.9886577), (32.8459804, 39.9884255), (32.8468111, 39.9887538), (32.8463447, 39.989062), (32.8458317, 39.9886577)]",2787.6403325206584
621,Yıldız Parkı,"[(32.6200859, 39.9404495), (32.6204536, 39.9407527), (32.6206395, 39.9409043), (32.6207541, 39.9409195), (32.6214761, 39.9404068), (32.6217002, 39.9402452), (32.6217354, 39.9402104), (32.6202599, 39.9402464), (32.6201215, 39.9402646), (32.6200701, 39.9403192), (32.6200661, 39.9403677), (32.6200859, 39.9404495)]",6246.682579051278
622,Adalet Parkı,"[(32.6113736, 39.9427537), (32.6120853, 39.9418441), (32.6129474, 39.9422595), (32.6122, 39.9431447), (32.6113736, 39.9427537)]",9973.226184387822
623,Park,"[(32.7949872, 39.9945649), (32.7952594, 39.9942661), (32.7953972, 39.994333), (32.7959397, 39.9945962), (32.7958082, 39.9949471), (32.795158, 39.9946444), (32.7949872, 39.9945649)]",2991.4190396590316
624,Park,"[(32.7931734, 39.9972457), (32.7933458, 39.9967523), (32.7936678, 39.9968392), (32.7934954, 39.9973013), (32.7931734, 39.9972457)]",1573.9058484799116
625,Park,"[(32.7948104, 39.9866071), (32.7951913, 39.9869859), (32.7957628, 39.9866558), (32.7953909, 39.9862735), (32.7948104, 39.9866071)]",3260.7362838930057
626,Çiğdem Parkı,"[(32.6480232, 39.9334899), (32.6490912, 39.9330186), (32.6493742, 39.9333957), (32.6483062, 39.9338669), (32.6480232, 39.9334899)]",5083.598322828148
627,Park,"[(32.5969104, 39.961425), (32.5970044, 39.9600678), (32.5972505, 39.9601846), (32.5977099, 39.9604146), (32.5982546, 39.9607018), (32.598346, 39.9607594), (32.5983702, 39.9608798), (32.5983667, 39.9609705), (32.5983041, 39.961071), (32.5979352, 39.9612029), (32.5969104, 39.961425)]",11409.554842295443
628,Polis Emeklileri Parkı,"[(32.5929305, 39.9895054), (32.5928593, 39.9890843), (32.5930984, 39.9890774), (32.5934737, 39.9894441), (32.593426, 39.9894864), (32.5929305, 39.9895054)]",1627.1277034255377
629,Aleyna Çocuk Ve Dinlenme Parkı,"[(32.5016319, 39.443093), (32.5023355, 39.4433073), (32.5024505, 39.4433848), (32.5025498, 39.4434855), (32.5025898, 39.4435575), (32.5026097, 39.4436458), (32.5025938, 39.4437047), (32.5023315, 39.4437087), (32.5021264, 39.4436916), (32.5019756, 39.4436531), (32.5017407, 39.4435863), (32.5016221, 39.4435114), (32.5015341, 39.4434123), (32.5014794, 39.4433403), (32.5014505, 39.4432111), (32.501486, 39.443065), (32.5016319, 39.443093)]",4277.08356685698
630,Park,"[(32.6396055, 40.4698423), (32.6395648, 40.4696227), (32.640138, 40.4695949), (32.6401258, 40.4698114), (32.6396055, 40.4698423)]",1125.7653511526125
631,Park,"[(32.642405, 40.4695446), (32.6423509, 40.4695206), (32.6425678, 40.469397), (32.6428525, 40.4692528), (32.6429226, 40.4692494), (32.643012, 40.4694858), (32.6430205, 40.4695413), (32.643029, 40.4696002), (32.642405, 40.4695446)]",1263.7131393135755
632,Emir Timur Parkı,"[(32.8804834, 39.9847841), (32.8801315, 39.9853628), (32.8806851, 39.9856385), (32.8811082, 39.9850507), (32.8804834, 39.9847841)]",4252.146478318196
633,9 Eylül Parkı,"[(32.8766907, 39.8854233), (32.8760668, 39.8850817), (32.8756695, 39.8848541), (32.8757996, 39.8847296), (32.8759189, 39.8846398), (32.8759331, 39.8846291), (32.8765048, 39.8843832), (32.876612, 39.8846638), (32.8768177, 39.8852401), (32.8768266, 39.8852651), (32.8766907, 39.8854233)]",5717.569993157506
634,Özdemir Asaf  Parkı,"[(32.8800164, 39.8861482), (32.8795516, 39.8855768), (32.8806037, 39.885107), (32.8806988, 39.8852941), (32.8808989, 39.8856455), (32.8806485, 39.8857215), (32.8804169, 39.8858203), (32.8802676, 39.8859209), (32.8800164, 39.8861482)]",6335.765125646691
635,Şair İlhan Parkı,"[(32.8767156, 39.8823967), (32.8766537, 39.8816082), (32.8772762, 39.8815665), (32.8774744, 39.8815532), (32.8775332, 39.8823661), (32.8772918, 39.8823751), (32.8767156, 39.8823967)]",6248.878678316944
637,Ece Efe Dalmanoğlu Parkı,"[(32.8732435, 39.886645), (32.8735091, 39.8867775), (32.8732772, 39.8870464), (32.8730303, 39.8869261), (32.8732435, 39.886645)]",935.6610475833836
638,Hakan Kabil Parkı,"[(32.8535737, 39.9960749), (32.853655, 39.9955735), (32.8544071, 39.995751), (32.854273, 39.9960812), (32.8535737, 39.9960749)]",2952.7270329046382
639,Park,"[(32.8899669, 40.0422399), (32.8902887, 40.0425931), (32.8903477, 40.0425725), (32.8905677, 40.0428107), (32.8905301, 40.0428477), (32.8907179, 40.0430695), (32.8908305, 40.0430859), (32.8910451, 40.0430202), (32.8910129, 40.0429709), (32.891839, 40.0427122), (32.8926169, 40.0424165), (32.8930138, 40.0422727), (32.8937756, 40.042129), (32.8938507, 40.0421413), (32.8939902, 40.0420879), (32.8940706, 40.042014), (32.8942745, 40.0417019), (32.8942906, 40.0416321), (32.8942906, 40.0415007), (32.8942584, 40.0414103), (32.8941887, 40.0413569), (32.8940867, 40.0413364), (32.8919141, 40.0412994), (32.8916781, 40.0417142), (32.8916459, 40.0416773), (32.8914796, 40.0417389), (32.891426, 40.0417348), (32.8907501, 40.0415171), (32.8906911, 40.0415335), (32.8906481, 40.0415869), (32.8907071, 40.041628), (32.8900634, 40.042207), (32.8900098, 40.0421865), (32.8899669, 40.0422399)]",40832.17918947242
640,Tahsin Aygün Parkı,"[(32.6963445, 39.9616914), (32.6969517, 39.9611076), (32.6976085, 39.9607945), (32.6978183, 39.9609595), (32.6972773, 39.9618818), (32.6963445, 39.9616914)]",7362.670536634174
641,24 Kasım Öğretmenler Parkı,"[(32.6917876, 39.9798274), (32.6921801, 39.9798191), (32.6921864, 39.9804599), (32.691846, 39.9806832), (32.6917889, 39.9806311), (32.6917876, 39.9798274)]",2851.3548773008733
642,Kenan Gürbüz Parkı,"[(32.693233, 39.9842724), (32.6932335, 39.983564), (32.6961675, 39.9835451), (32.6962254, 39.9840216), (32.6946364, 39.9839848), (32.693233, 39.9842724)]",14262.870759957736
644,Beşyol  Parkı,"[(32.90496, 40.0386168), (32.9048847, 40.0385137), (32.9047485, 40.0383273), (32.9047384, 40.0383086), (32.9047465, 40.038293), (32.904775, 40.0382588), (32.9047933, 40.038265), (32.9049356, 40.0383678), (32.9050087, 40.0384082), (32.9051226, 40.0384689), (32.9051937, 40.0384954), (32.9050616, 40.0385389), (32.905086, 40.0385778), (32.90496, 40.0386168)]",570.8552002342217
645,Hacı Bektaş Veli Parkı,"[(32.9116151, 39.9171705), (32.911984, 39.9167263), (32.9127605, 39.9172054), (32.9122948, 39.9175999), (32.9116151, 39.9171705)]",4694.204654012576
646,13 Ekim Parkı,"[(32.8981541, 39.9814782), (32.8981447, 39.9812491), (32.8993216, 39.9813064), (32.8993216, 39.9815318), (32.8992375, 39.9815748), (32.8981774, 39.9815318), (32.8981541, 39.9814782)]",3045.665149799092
647,Cemre Parkı,"[(32.8871245, 39.9730574), (32.8870405, 39.9728141), (32.8880118, 39.9720875), (32.8881566, 39.9720732), (32.8888524, 39.9724061), (32.8888944, 39.9725922), (32.8872366, 39.9730538), (32.8871245, 39.9730574)]",8758.464547124111
648,Aşık Veysel Parkı,"[(32.8961938, 39.9259782), (32.8959936, 39.9257538), (32.895821, 39.9254608), (32.8963356, 39.9252481), (32.8966437, 39.9257632), (32.8961938, 39.9259782)]",3146.2154870600843
649,Batı Parkı,"[(32.685573, 39.9641121), (32.685959, 39.9641896), (32.6860309, 39.9642041), (32.6865469, 39.9643078), (32.6873832, 39.9644558), (32.6875872, 39.9644919), (32.6878105, 39.964504), (32.687926, 39.9644713), (32.6879858, 39.9644104), (32.6880835, 39.9642039), (32.6884266, 39.9634789), (32.6885061, 39.963311), (32.6884702, 39.9633208), (32.6880911, 39.9634244), (32.6871878, 39.9636711), (32.686104, 39.9639671), (32.685573, 39.9641121)]",15050.477787944339
650,Park,"[(32.6833425, 40.2147038), (32.6838139, 40.2146403), (32.6842391, 40.2152803), (32.6835551, 40.2154403), (32.6833425, 40.2147038)]",4091.8678929783996
651,Şht. Polis Fuat Bal Parkı,"[(32.8156902, 39.9883613), (32.8160443, 39.9879298), (32.8163447, 39.9879544), (32.8163661, 39.9884764), (32.8160228, 39.988538), (32.8158565, 39.9885463), (32.81576, 39.9884928), (32.8156902, 39.9883613)]",2894.55913859194
652,Ihlamur Parkı,"[(32.8194729, 39.9878639), (32.8193959, 39.9878497), (32.819342, 39.9878296), (32.8193079, 39.9877898), (32.8193088, 39.9877418), (32.8193139, 39.9876918), (32.8194453, 39.9872146), (32.820089, 39.9872269), (32.8199011, 39.9877725), (32.8198749, 39.9878305), (32.8198542, 39.9878475), (32.819831, 39.9878666), (32.8197521, 39.9878859), (32.8195586, 39.9878755), (32.8194729, 39.9878639)]",3781.6017213586415
656,Damla Parkı,"[(32.627589, 39.9919592), (32.6267742, 39.9912093), (32.6267193, 39.9910516), (32.6267717, 39.9910357), (32.6278597, 39.9917556), (32.6317634, 39.9912667), (32.6318033, 39.9917266), (32.6315549, 39.9918602), (32.6280274, 39.9921004), (32.6277891, 39.9920478), (32.627589, 39.9919592)]",20344.707297449237
658,Güvendik Parkı,"[(32.9126358, 39.9184306), (32.9129036, 39.9180235), (32.913346, 39.9182306), (32.9132808, 39.9185967), (32.9129642, 39.9185842), (32.9126358, 39.9184306)]",2499.6047400608677
659,Park,"[(32.6541675, 39.9473166), (32.6540519, 39.9466898), (32.6552204, 39.9469884), (32.6552118, 39.9471656), (32.6541675, 39.9473166)]",4179.684391366254
