,name,polygon,area
2353,Çayda Çıra Parkı,"[(32.8327162, 39.8673649), (32.8331339, 39.8677073), (32.8332071, 39.8677323), (32.8333473, 39.8676496), (32.8334815, 39.8675669), (32.8336034, 39.8675263), (32.83376, 39.8674858), (32.8339104, 39.867439), (32.833951, 39.8674), (32.8339571, 39.8673578), (32.8338941, 39.8672673), (32.8337455, 39.8670989), (32.8333737, 39.8666776), (32.8333026, 39.8667072), (32.8330709, 39.8668196), (32.8328493, 39.8668913), (32.8324428, 39.8669506), (32.8320769, 39.867091), (32.8321907, 39.867453), (32.8326765, 39.8673344), (32.8327162, 39.8673649)]",10003.614766591918
2354,Hanımeli Parkı,"[(32.8499912, 39.9252737), (32.8502346, 39.9253741), (32.8504241, 39.9251657), (32.8505058, 39.9250676), (32.8503955, 39.9250052), (32.850052, 39.9252199), (32.8499912, 39.9252737)]",776.1251694079763
2355,Simon Bolivar Parkı,"[(32.8610029, 39.8656909), (32.8609868, 39.8657105), (32.8610056, 39.86573), (32.8614414, 39.8659441), (32.8615018, 39.8658937), (32.861652, 39.8657671), (32.8621375, 39.8653358), (32.8626028, 39.8649148), (32.8623467, 39.8647552), (32.8618947, 39.8650754), (32.8610029, 39.8656909)]",5810.836476708404
2366,Ulus Meydanı,"[(32.8528318, 39.9410245), (32.8532723, 39.9404833), (32.8534989, 39.9405867), (32.8536103, 39.9406008), (32.8541328, 39.9406017), (32.8541265, 39.94153), (32.8539358, 39.9415554), (32.8528318, 39.9410245)]",8452.34973647346
2370,Simge Şehir Sitesi Oyun Alanı,"[(32.6434016, 39.9323056), (32.6435787, 39.9315569), (32.6438871, 39.9314541), (32.6437825, 39.9323385), (32.6434016, 39.9323056)]",2622.2260930204284
2371,Yunus Emre Parkı,"[(32.9813031, 39.8903263), (32.9827422, 39.8902452), (32.9829821, 39.8897492), (32.9815999, 39.8898022), (32.9813613, 39.889751), (32.9812949, 39.8897367), (32.9812986, 39.8900046), (32.9813031, 39.8903263)]",7507.357675313318
2372,Yunus Emre Parkı,"[(32.9813031, 39.8903263), (32.9827422, 39.8902452), (32.982974, 39.8897866), (32.9829821, 39.8897492), (32.9815999, 39.8898022), (32.9813613, 39.889751), (32.9812949, 39.8897367), (32.9813031, 39.8903263)]",7530.792722952755
2373,Yılmaz Albunar Parkı,"[(32.9801027, 39.894309), (32.9816993, 39.8949553), (32.9819644, 39.8947384), (32.9817582, 39.8946751), (32.9804267, 39.8940378), (32.9803384, 39.8940197), (32.9801027, 39.894309)]",5429.037679369493
2377,Mustafa Toraman Durmuş Parkı,"[(32.8090114, 39.966884), (32.8086772, 39.9668008), (32.8087176, 39.9666948), (32.8090327, 39.9667062), (32.8090114, 39.966884)]",450.49415976215823
2378,Batı panora parkı,"[(32.704071, 39.9847085), (32.7046245, 39.9847102), (32.7046284, 39.983943), (32.704012, 39.9839594), (32.704071, 39.9847085)]",4204.5031910134185
2384,fen lisesi parkı,"[(32.8069967, 39.8792076), (32.8070158, 39.87909), (32.8065276, 39.8790384), (32.8064631, 39.8791252), (32.8064082, 39.8791957), (32.8063645, 39.8793705), (32.8063217, 39.8794583), (32.8069298, 39.8794259), (32.8069648, 39.8794328), (32.8069793, 39.8793965), (32.8069783, 39.8793469), (32.8069793, 39.8792859), (32.8069967, 39.8792076)]",2101.4702144603316
2385,Çiğdem Üçgen Park,"[(32.807926, 39.8800001), (32.8077766, 39.8798299), (32.8078947, 39.8798373), (32.8081593, 39.879817), (32.807926, 39.8800001)]",297.56335481140206
2386,Prof. Dr. Aziz Sancar Parkı,"[(32.8217579, 39.8907268), (32.8218281, 39.8913177), (32.8218302, 39.8917969), (32.8219003, 39.8920131), (32.8219234, 39.8922389), (32.8227407, 39.8922356), (32.8227056, 39.8917275), (32.8226076, 39.8917264), (32.822604, 39.8912519), (32.8223519, 39.8912497), (32.8223477, 39.8907342), (32.8217579, 39.8907268)]",10358.997528575801
2387,Bağlıca Engelsiz Yaşam Parkı,"[(32.6391104, 39.9077241), (32.639192, 39.9077523), (32.6408448, 39.9075759), (32.6408827, 39.9075136), (32.6405506, 39.9063372), (32.6404884, 39.906298), (32.6390407, 39.9064952), (32.638969, 39.9065692), (32.6391104, 39.9077241)]",20620.435352828837
2388,Türk Tarihi Müzesi Parkı,"[(32.6372916, 39.9038112), (32.6372055, 39.9038148), (32.6371382, 39.9038169), (32.6367682, 39.9031274), (32.6365597, 39.9027389), (32.6362783, 39.9022147), (32.6369026, 39.902192), (32.6370727, 39.9021896), (32.6370735, 39.9022315), (32.637169, 39.9022345), (32.637336, 39.9022397), (32.637366, 39.9025135), (32.6374356, 39.9025247), (32.6374526, 39.9026022), (32.6375121, 39.9026146), (32.6375302, 39.9026855), (32.6377509, 39.9026747), (32.6377842, 39.9026597), (32.6384774, 39.9026276), (32.6385213, 39.9025962), (32.6387102, 39.9025836), (32.6387723, 39.9026068), (32.6389948, 39.9025969), (32.6390437, 39.9025623), (32.6394156, 39.9025561), (32.6394534, 39.9025715), (32.6400811, 39.9025429), (32.6401094, 39.9025153), (32.6403263, 39.9025071), (32.6403682, 39.9025511), (32.6405641, 39.9029929), (32.640602, 39.9030833), (32.6406242, 39.903136), (32.6407201, 39.9033524), (32.6407445, 39.9033734), (32.6407642, 39.903398), (32.6407732, 39.9034218), (32.6407869, 39.9034885), (32.6407693, 39.9035281), (32.6407357, 39.90356), (32.6406993, 39.9035784), (32.6406546, 39.9035949), (32.6389146, 39.903717), (32.6372916, 39.9038112)]",44264.42762616842
2389,Vefa Parkı,"[(33.0325066, 40.2115733), (33.0325879, 40.2118629), (33.0325899, 40.2118869), (33.0325889, 40.2119048), (33.0325828, 40.2119149), (33.0325604, 40.2119296), (33.0325391, 40.2119374), (33.0325066, 40.2119443), (33.0324944, 40.2119451), (33.0324771, 40.2119436), (33.0324608, 40.2119304), (33.0322332, 40.2116525), (33.0325066, 40.2115733)]",690.7875159525447
2390,Karanfil Parkı,"[(32.8002809, 39.955222), (32.8006278, 39.9552356), (32.8007127, 39.9549453), (32.8005676, 39.95491), (32.800879, 39.9543919), (32.8005782, 39.9542562), (32.8000155, 39.9551379), (32.8000261, 39.9551868), (32.8000367, 39.9552085), (32.8002809, 39.955222)]",3972.5275397904347
2396,Kayı Parkı,"[(32.6549366, 39.8927733), (32.6552126, 39.892777), (32.6551478, 39.8942542), (32.6549534, 39.8942413), (32.6549126, 39.8942247), (32.6549006, 39.8942007), (32.6548958, 39.8941657), (32.6549366, 39.8927733)]",3695.087732786382
2397,Kartaltepe Parkı,"[(32.8995076, 39.9260531), (32.9006717, 39.9260354), (32.9008973, 39.9260317), (32.9010728, 39.9260296), (32.9013854, 39.9260259), (32.901396, 39.9260693), (32.9021329, 39.9260658), (32.9022278, 39.9260671), (32.9022756, 39.9260624), (32.9022873, 39.9260602), (32.902306, 39.9260293), (32.9029795, 39.9260109), (32.903118, 39.9260067), (32.9035415, 39.9259757), (32.9036136, 39.9263204), (32.9041207, 39.9263028), (32.9042676, 39.9268419), (32.9030258, 39.9269546), (32.9030517, 39.9270916), (32.9017724, 39.9271645), (32.9017349, 39.9271866), (32.9014468, 39.9273059), (32.9013229, 39.927127), (32.9012335, 39.9269767), (32.9011788, 39.9269369), (32.9011154, 39.9269303), (32.9010462, 39.9269502), (32.9009368, 39.9270253), (32.9006256, 39.9272374), (32.9005708, 39.9272728), (32.9004873, 39.927328), (32.9002481, 39.9275335), (32.9001818, 39.9275534), (32.8998591, 39.9273523), (32.8995681, 39.9271314), (32.8993808, 39.9269612), (32.8992483, 39.9267801), (32.8996344, 39.9266585), (32.899499, 39.9263536), (32.8995076, 39.9260531)]",47145.87494158136
2399,İncek Icon Sitesi Peyzaj,"[(32.6922724, 39.8307537), (32.6918966, 39.8310964), (32.6921343, 39.8312487), (32.6918311, 39.8315179), (32.6916366, 39.8314023), (32.6912392, 39.831731), (32.6906722, 39.8311673), (32.6916655, 39.8303629), (32.6922724, 39.8307537)]",10615.795337855006
2400,Park,"[(32.8092563, 40.0089305), (32.8099819, 40.0082218), (32.8106021, 40.008597), (32.809918, 40.0092955), (32.8092563, 40.0089305)]",6743.203953549487
2410,Şehit Volkan Canöz Parkı,"[(32.800465, 39.996058), (32.8007125, 39.9962297), (32.8009203, 39.9960437), (32.800995, 39.9958935), (32.8009553, 39.995711), (32.8009413, 39.9955983), (32.800465, 39.996058)]",1479.959644949276
2415,Şehitler Parkı,"[(32.918314, 39.9744212), (32.9182327, 39.9743807), (32.9178546, 39.9741096), (32.9178099, 39.9740473), (32.9176229, 39.9734211), (32.9174887, 39.9731625), (32.9174276, 39.9730575), (32.917322, 39.9728759), (32.9172544, 39.972788), (32.9169602, 39.9724054), (32.9166025, 39.9720128), (32.916013, 39.9712838), (32.9159422, 39.9711785), (32.9158243, 39.9710031), (32.9158056, 39.9709753), (32.9153381, 39.9704613), (32.9149722, 39.9700282), (32.9147486, 39.9697571), (32.9144965, 39.9696013), (32.9141347, 39.9694362), (32.9140453, 39.9694175), (32.913907, 39.9694081), (32.9137729, 39.9694798), (32.9136672, 39.96962), (32.9136143, 39.9701061), (32.9135615, 39.970212), (32.9134598, 39.9702681), (32.9131265, 39.9703429), (32.9130638, 39.9703456), (32.9129801, 39.9703491), (32.9129882, 39.9698973), (32.9128825, 39.9699222), (32.9127199, 39.9692742), (32.913346, 39.9686915), (32.9128134, 39.9682958), (32.9130289, 39.9681369), (32.9132119, 39.9680247), (32.9133623, 39.9679749), (32.9135086, 39.9679624), (32.9135127, 39.9680466), (32.9137119, 39.9680839), (32.9137241, 39.9681899), (32.9140249, 39.9683083), (32.9141225, 39.9682771), (32.9142526, 39.9681805), (32.9145087, 39.9685046), (32.9149437, 39.9689595), (32.9151877, 39.9691277), (32.915521, 39.9694985), (32.9160658, 39.97005), (32.9166919, 39.9707074), (32.9169318, 39.9709722), (32.9172082, 39.9714365), (32.9174562, 39.9717106), (32.9176066, 39.9718384), (32.9179522, 39.9720533), (32.9182368, 39.9722154), (32.9183791, 39.9724334), (32.9184238, 39.9731033), (32.9185905, 39.9735613), (32.9185783, 39.9738448), (32.9184807, 39.9743682), (32.9184197, 39.9744118), (32.918314, 39.9744212)]",78342.61001140217
2422,Evliya Çelebi Parkı,"[(32.9243104, 39.9668539), (32.9249156, 39.9668105), (32.9249687, 39.9667833), (32.9249333, 39.9664795), (32.9249731, 39.9660826), (32.9250126, 39.9656891), (32.9250572, 39.9652453), (32.9250444, 39.9652146), (32.9250289, 39.9651775), (32.924498, 39.9652535), (32.9244823, 39.9653399), (32.924314, 39.9662653), (32.9243072, 39.9663088), (32.924229, 39.9668078), (32.9242885, 39.9668415), (32.9243104, 39.9668539)]",9588.862662846821
2435,Teknokent Parkı,"[(32.7338657, 39.8624148), (32.7337706, 39.8623603), (32.7336754, 39.862265), (32.7335551, 39.8621701), (32.7334678, 39.8622255), (32.7334987, 39.861804), (32.7335201, 39.8614219), (32.7335588, 39.8613729), (32.7336027, 39.8613413), (32.7336576, 39.8613058), (32.7337099, 39.8612959), (32.7337804, 39.8612906), (32.7338782, 39.861293), (32.7342572, 39.8613822), (32.7350484, 39.8615817), (32.7350358, 39.8619423), (32.7349355, 39.8619357), (32.7349276, 39.862347), (32.7348222, 39.8623447), (32.7342433, 39.8623317), (32.734233, 39.8623315), (32.7342349, 39.8623904), (32.7338657, 39.8624148)]",13278.469910884241
2436,Millî Egemenlik Parkı,"[(32.8523924, 39.9106952), (32.8530854, 39.9105857), (32.8531727, 39.9105517), (32.8532144, 39.9105152), (32.8532231, 39.9104873), (32.853274, 39.9104858), (32.8536052, 39.9104747), (32.8539827, 39.9104551), (32.854395, 39.9104239), (32.8548764, 39.9104225), (32.8553311, 39.9105854), (32.8552313, 39.9108453), (32.8551512, 39.9109753), (32.8546499, 39.9119724), (32.8545577, 39.9121427), (32.8544612, 39.9121286), (32.85442, 39.9120887), (32.8543285, 39.9120544), (32.854296, 39.9120622), (32.8542411, 39.9120403), (32.8542492, 39.9120076), (32.8542411, 39.9119483), (32.8541761, 39.911925), (32.8532003, 39.9119577), (32.8527474, 39.9119893), (32.8523924, 39.9106952)]",34449.9189569921
2437,İncek Prestij,"[(32.7024997, 39.8371025), (32.702546, 39.8371947), (32.7026014, 39.8372539), (32.7026754, 39.8373126), (32.7026207, 39.8373681), (32.7027059, 39.8374309), (32.7027576, 39.8374906), (32.7028357, 39.8375154), (32.7029036, 39.8375056), (32.7029641, 39.8376599), (32.7030106, 39.8378001), (32.7029657, 39.8378215), (32.7029393, 39.8377778), (32.7028925, 39.8377591), (32.7028763, 39.8377294), (32.7028173, 39.8376826), (32.7027035, 39.8376077), (32.702639, 39.8375561), (32.7025468, 39.8374985), (32.7024712, 39.837458), (32.7023986, 39.8374095), (32.7023376, 39.8373985), (32.7022888, 39.8373736), (32.7022542, 39.837347), (32.7021953, 39.8373298), (32.7021587, 39.8373158), (32.7021119, 39.8373158), (32.7020977, 39.8373033), (32.7020394, 39.8372834), (32.7019881, 39.8372726), (32.7019914, 39.837216), (32.7020222, 39.8371474), (32.7020869, 39.8370788), (32.7021701, 39.8370173), (32.7022687, 39.8371356), (32.7023857, 39.8370812), (32.7024997, 39.8371025)]",2294.06938343688
2438,‎,"[(32.7031182, 39.836853), (32.7030305, 39.8367469), (32.7030352, 39.8367057), (32.7030165, 39.8366627), (32.7029768, 39.8366232), (32.7029324, 39.8366161), (32.70286, 39.8366161), (32.7027923, 39.8366304), (32.7027036, 39.8366609), (32.7026709, 39.8366896), (32.7026242, 39.8367416), (32.7026055, 39.8368079), (32.7026499, 39.8368725), (32.7025485, 39.8370431), (32.7024997, 39.8371025), (32.7023857, 39.8370812), (32.7023888, 39.8370193), (32.7025028, 39.8369625), (32.702358, 39.8367756), (32.702244, 39.8368489), (32.7022126, 39.8368263), (32.7024433, 39.8366409), (32.7025533, 39.8366348), (32.7026015, 39.8366162), (32.7026659, 39.8365668), (32.7027088, 39.836505), (32.7027276, 39.8364556), (32.7028242, 39.8364144), (32.7029126, 39.8364353), (32.7042467, 39.8365252), (32.7042297, 39.8366845), (32.7040102, 39.8367275), (32.7037767, 39.8367957), (32.7036739, 39.8368172), (32.7033984, 39.8368817), (32.7031322, 39.836957), (32.7031182, 39.836853)]",5405.8859472459035
2439,Selçuklu Parkı,"[(32.8324736, 39.9695699), (32.8325332, 39.9690425), (32.8329007, 39.9691185), (32.8329705, 39.969614), (32.8324736, 39.9695699)]",2092.2679619338323
2446,yunus emre parkı,"[(32.7993898, 39.8001413), (32.7995459, 39.7997545), (32.8001567, 39.7999462), (32.800203, 39.7999885), (32.8001929, 39.800269), (32.7993898, 39.8001413)]",2537.894888396723
2449,Başkent Millet Bahçesi,"[(32.8318244, 39.946778), (32.8320231, 39.947002), (32.8323602, 39.9473932), (32.8325396, 39.947583), (32.8326787, 39.9477201), (32.8327945, 39.9478408), (32.8329034, 39.9479701), (32.8333494, 39.9484754), (32.833394, 39.9485249), (32.8334164, 39.9485486), (32.833796, 39.9489504), (32.8338971, 39.949064), (32.8341307, 39.9493265), (32.8343222, 39.9495045), (32.8343304, 39.9495121), (32.834446, 39.9495818), (32.8345786, 39.9496208), (32.834725, 39.9496327), (32.8348546, 39.9496208), (32.8349871, 39.9495807), (32.8350982, 39.9495192), (32.8353186, 39.9493975), (32.8355946, 39.9492414), (32.835738, 39.9491764), (32.8357876, 39.9491617), (32.8358737, 39.9491362), (32.8360109, 39.9491162), (32.836162, 39.9491091), (32.8362684, 39.9491126), (32.8364179, 39.9491422), (32.8365397, 39.9491729), (32.8366476, 39.9492261), (32.836754, 39.9492958), (32.8368512, 39.9493549), (32.8369466, 39.9493946), (32.8369969, 39.9494005), (32.8370697, 39.9493516), (32.8390405, 39.9479723), (32.8393796, 39.9477221), (32.8391436, 39.9475213), (32.8386886, 39.9478382), (32.8385164, 39.9476937), (32.8384042, 39.9477769), (32.8383806, 39.9477589), (32.8382453, 39.9476544), (32.8381971, 39.9476911), (32.8381417, 39.947644), (32.8383131, 39.9474982), (32.8383519, 39.947445), (32.8387356, 39.9468726), (32.8389814, 39.946516), (32.8390892, 39.9464822), (32.8391591, 39.9463958), (32.8391169, 39.9463102), (32.8391527, 39.9462611), (32.8392151, 39.9461944), (32.8393168, 39.9461179), (32.8414407, 39.9445707), (32.8415302, 39.944502), (32.8416807, 39.9443149), (32.8420998, 39.9437035), (32.8423643, 39.943379), (32.8425271, 39.943195), (32.8427224, 39.9430109), (32.8429161, 39.9428523), (32.8430606, 39.9427603), (32.843148, 39.9426823), (32.8432232, 39.9425787), (32.8432706, 39.9424783), (32.843289, 39.9423354), (32.8432765, 39.9422459), (32.8432509, 39.9421841), (32.8432148, 39.9421288), (32.843172, 39.9420756), (32.8428669, 39.9418126), (32.8425071, 39.9415004), (32.8419564, 39.9410137), (32.8414048, 39.9404808), (32.8413108, 39.9404021), (32.8412775, 39.9403806), (32.8412156, 39.9403406), (32.8411205, 39.9402909), (32.8409801, 39.9402341), (32.8410031, 39.9401802), (32.8410024, 39.940167), (32.8409925, 39.9401538), (32.8409289, 39.9401267), (32.8407803, 39.9400915), (32.840705, 39.9400894), (32.8405603, 39.9400817), (32.840318, 39.9398297), (32.8404164, 39.9397726), (32.8401023, 39.9394746), (32.8398037, 39.9396685), (32.8397932, 39.9396753), (32.8397865, 39.9396806), (32.8397763, 39.9396886), (32.8397365, 39.9397198), (32.8384265, 39.9405812), (32.8381225, 39.9407648), (32.8381049, 39.9407749), (32.8380946, 39.9407808), (32.8374346, 39.9412748), (32.8372667, 39.9414142), (32.8371099, 39.9415203), (32.8369661, 39.9416235), (32.8369476, 39.9416382), (32.8364543, 39.9420302), (32.8360966, 39.9423191), (32.8360583, 39.9423496), (32.836025, 39.9423767), (32.8358178, 39.9425423), (32.8357808, 39.9425728), (32.8355604, 39.9427499), (32.8350094, 39.9431721), (32.8348453, 39.9432979), (32.834496, 39.9435656), (32.8337462, 39.9441153), (32.8334782, 39.9443117), (32.8328775, 39.9447586), (32.8327849, 39.9448274), (32.8325604, 39.944974), (32.8323631, 39.9449596), (32.8321171, 39.9451685), (32.831874, 39.9453877), (32.8316691, 39.945686), (32.8316591, 39.9459344), (32.8316474, 39.9461764), (32.8316437, 39.9462535), (32.8316868, 39.9465537), (32.8317516, 39.9466908), (32.8318244, 39.946778)]",564750.5333069809
2450,Altındağ Parkı,"[(32.9207534, 39.967345), (32.9210751, 39.9674544), (32.9214331, 39.9675976), (32.921472, 39.9676095), (32.9215136, 39.9676095), (32.9215577, 39.9675817), (32.9216614, 39.9670388), (32.9216381, 39.9669971), (32.9215265, 39.9669971), (32.9208027, 39.9670567), (32.9207702, 39.9670746), (32.9207378, 39.9670925), (32.92073, 39.9673033), (32.9207534, 39.967345)]",3846.400484609016
2451,Hasan Yalçıntaş Parkı,"[(32.741847, 39.9684715), (32.7418826, 39.9683021), (32.7419109, 39.9682193), (32.7419292, 39.9681834), (32.7419417, 39.9681651), (32.7419558, 39.9681492), (32.7419659, 39.9681402), (32.7419807, 39.9681313), (32.7419933, 39.9681299), (32.7420059, 39.9681321), (32.7430094, 39.9684168), (32.7428571, 39.9687544), (32.741847, 39.9684715)]",3762.2484032336515
2457,Tuana Parkı,"[(32.8526597, 39.9660603), (32.8530017, 39.9660756), (32.8529031, 39.9663377), (32.8528584, 39.966333), (32.8528569, 39.9667439), (32.8528184, 39.9667734), (32.8525488, 39.9663224), (32.8525241, 39.9662716), (32.8525195, 39.966235), (32.8525288, 39.9661949), (32.8526597, 39.9660603)]",1702.9081896726075
2459,Keçiören Çanakkale Şehitleri Anıtı,"[(32.8200905, 40.0098057), (32.8199413, 40.0096757), (32.8198171, 40.0095363), (32.8197558, 40.009471), (32.8196959, 40.0093854), (32.8197285, 40.0092745), (32.8200228, 40.0091815), (32.8203403, 40.0091958), (32.8206088, 40.0093049), (32.8206999, 40.0093961), (32.8208026, 40.0096554), (32.8207559, 40.0098665), (32.8205785, 40.009947), (32.8204104, 40.0099344), (32.8202049, 40.0098826), (32.8200905, 40.0098057)]",5581.364361607542
2464,Rıdvan Atılgan Parkı,"[(32.5151568, 40.0078994), (32.5151974, 40.0078903), (32.5157526, 40.0081764), (32.5155603, 40.0086708), (32.5154816, 40.0086877), (32.514933, 40.008425), (32.5151568, 40.0078994)]",3690.6459797205725
2468,Çocuk Parkı,"[(32.6508627, 39.8591932), (32.6506579, 39.8593428), (32.6505762, 39.8593501), (32.6505035, 39.8593303), (32.6504707, 39.8593158), (32.6504408, 39.8593027), (32.6503118, 39.8592458), (32.6502415, 39.859224), (32.6501346, 39.8591869), (32.6500895, 39.8591447), (32.6500737, 39.85909), (32.6500667, 39.8590716), (32.6500093, 39.8589855), (32.6499359, 39.858936), (32.6499959, 39.858863), (32.6498804, 39.8587548), (32.6497732, 39.8586681), (32.6497701, 39.8585697), (32.6498472, 39.8585681), (32.6500584, 39.8585666), (32.6501053, 39.8585679), (32.6504808, 39.8585716), (32.6504373, 39.8586305), (32.6504124, 39.8586855), (32.6505773, 39.8587619), (32.6506573, 39.8586786), (32.6507163, 39.8587122), (32.6507421, 39.8588051), (32.6507521, 39.8588282), (32.6508627, 39.8591932)]",5083.867648029385
2473,Bekir Gönenç Parrkı,"[(32.8124798, 39.7937327), (32.812932, 39.793845), (32.8133924, 39.7936374), (32.8133042, 39.7935039), (32.8132573, 39.7935209), (32.8129264, 39.7931798), (32.8131994, 39.7930103), (32.8134806, 39.7928684), (32.8135661, 39.7928726), (32.8137398, 39.7925994), (32.8132931, 39.7924659), (32.8128217, 39.7928853), (32.8123475, 39.7933217), (32.8125101, 39.7934573), (32.8125074, 39.7936225), (32.8124798, 39.7937327)]",7748.371723587964
2477,Abdurrahman Kızılay Parkı,"[(32.8190948, 39.988089), (32.8190634, 39.9882178), (32.8190624, 39.9882434), (32.8190636, 39.9883778), (32.8191135, 39.9884488), (32.8191752, 39.988499), (32.81928, 39.9885622), (32.8193655, 39.9886237), (32.8194019, 39.9886628), (32.8194302, 39.9887075), (32.8194363, 39.9887517), (32.8192597, 39.9895742), (32.8193176, 39.9896474), (32.8195599, 39.9887719), (32.8196986, 39.988333), (32.8197133, 39.9882759), (32.8197103, 39.988231), (32.8196967, 39.9882083), (32.8196724, 39.9881828), (32.8194898, 39.9881555), (32.8191585, 39.9880978), (32.8190948, 39.988089)]",3539.5506565227015
2478,Şafak Parkı,"[(32.810108, 39.797931), (32.8096496, 39.7976229), (32.8095193, 39.7974332), (32.8094821, 39.797298), (32.8095752, 39.7970836), (32.8096851, 39.7969835), (32.80979, 39.7968652), (32.8101199, 39.7969952), (32.8101148, 39.7970667), (32.8105191, 39.7975021), (32.8104666, 39.7976086), (32.8102332, 39.7978257), (32.810108, 39.797931)]",6078.79119989323
2482,İsmail Hakkı Tonguç Parkı,"[(32.8422406, 39.8790592), (32.8422636, 39.878542), (32.8428503, 39.8786116), (32.8428446, 39.8787006), (32.8427998, 39.8787693), (32.8427275, 39.8788504), (32.8426126, 39.8789209), (32.8424817, 39.8789914), (32.8423761, 39.8790337), (32.8422406, 39.8790592)]",2031.341200327538
2484,Yasemin Parkı,"[(32.5142049, 40.0023256), (32.5141117, 40.0023427), (32.5143135, 40.002951), (32.5147741, 40.0027303), (32.5148358, 40.0026501), (32.5142049, 40.0023256)]",2097.532087054715
2497,Adnan Menderes Parkı,"[(32.88276, 40.0005672), (32.8826455, 40.0001737), (32.883729, 40.0000288), (32.883785, 40.0004384), (32.88276, 40.0005672)]",4121.226113636617
2501,Tevfik İleri Parkı,"[(32.7018145, 39.894781), (32.7028322, 39.8944703), (32.7026712, 39.8940626), (32.7014285, 39.8943521), (32.7018145, 39.894781)]",5264.675659061171
2503,Abdullah Baştürk Parkı,"[(32.6826049, 39.8699538), (32.6823806, 39.8694869), (32.6835093, 39.869323), (32.68374, 39.8696153), (32.6837078, 39.8696656), (32.6826049, 39.8699538)]",4840.1388161522245
2508,Şehit İsa Nazlımlar parkı,"[(32.6459241, 39.9324764), (32.6456085, 39.9324706), (32.6455068, 39.9325451), (32.6452209, 39.932943), (32.6452209, 39.9329743), (32.6454174, 39.9339331), (32.6461242, 39.9336944), (32.6459948, 39.9333143), (32.645969, 39.9332148), (32.6459241, 39.9324764)]",8426.46150970325
2514,Şekerci Çocuk Parkı,"[(33.1737911, 39.9853975), (33.1739191, 39.9854081), (33.1746893, 39.9858364), (33.1745781, 39.9859878), (33.1743279, 39.985812), (33.1737911, 39.9853975)]",1140.871191583945
2517,Yeni Batı Park,"[(32.659787, 39.9829854), (32.6596494, 39.982957), (32.6601309, 39.98138), (32.6602843, 39.9814165), (32.659787, 39.9829854)]",2319.3836650130156
2518,Ahmet Yılmaz Parkı,"[(32.8185603, 39.9240123), (32.8189133, 39.9239601), (32.818783, 39.9231371), (32.8184391, 39.9231293), (32.8185603, 39.9240123)]",2845.558399946606
2519,Akköprü Parkı,"[(32.8334394, 39.954974), (32.8333034, 39.9552117), (32.8334075, 39.9552479), (32.8336752, 39.9547787), (32.8323951, 39.9541538), (32.8323852, 39.9542571), (32.8323643, 39.9544936), (32.832727, 39.9545972), (32.8326854, 39.9546961), (32.8334394, 39.954974)]",4213.7331371232885
2525,Hers Parkı,"[(32.694175, 40.1950715), (32.6937432, 40.194839), (32.6939945, 40.1945632), (32.6940192, 40.1945578), (32.6940369, 40.1945619), (32.6940511, 40.194574), (32.694198, 40.1949823), (32.6942015, 40.1950228), (32.694198, 40.1950512), (32.694175, 40.1950715)]",1083.5753210177413
2540,Cumhurbaşkanı Rauf Denktaş Parkı,"[(32.7365926, 39.9676392), (32.7355816, 39.9673564), (32.7357647, 39.9670535), (32.7358011, 39.9670271), (32.7358923, 39.966961), (32.7361031, 39.9669153), (32.7363374, 39.9668696), (32.7364179, 39.9668877), (32.7364942, 39.9669578), (32.7365525, 39.9670274), (32.7367119, 39.9672172), (32.7367466, 39.9673458), (32.7366911, 39.9674478), (32.7365926, 39.9676392)]",5359.7371247924775
2541,Mucibur Rahman Parkı,"[(32.8537144, 40.0227043), (32.8539264, 40.0230245), (32.8542116, 40.0234558), (32.8543464, 40.0236599), (32.854405, 40.0237071), (32.8544697, 40.0237295), (32.8545513, 40.0237436), (32.8552784, 40.0237908), (32.8552985, 40.0237837), (32.8553093, 40.023766), (32.8551682, 40.0232457), (32.8550901, 40.0229084), (32.8550679, 40.0228543), (32.8550332, 40.022801), (32.8550253, 40.0227887), (32.8549057, 40.0226584), (32.8547792, 40.022528), (32.8547639, 40.0225314), (32.8547515, 40.0225342), (32.854465, 40.0225982), (32.8541955, 40.0226536), (32.8539252, 40.0227086), (32.8539214, 40.0226952), (32.8539116, 40.0226782), (32.8538874, 40.0226689), (32.8538535, 40.0226677), (32.8538042, 40.0226783), (32.8537144, 40.0227043)]",11861.834283578688
2542,Atapark,"[(32.677651, 39.8771169), (32.6770751, 39.8777506), (32.6769743, 39.8776914), (32.6767604, 39.8775631), (32.6767255, 39.8775427), (32.6766934, 39.8775797), (32.6763509, 39.8779748), (32.6762854, 39.8780503), (32.6766054, 39.8781977), (32.6772493, 39.8784852), (32.678341, 39.8775206), (32.677651, 39.8771169)]",12071.396527059449
2543,13 Ekim Başkent Parkı,"[(32.6371405, 39.8628707), (32.6374852, 39.8627348), (32.6376206, 39.8626535), (32.6378728, 39.8624836), (32.6384325, 39.8633867), (32.637804, 39.8636208), (32.6377695, 39.8636223), (32.6376556, 39.8635084), (32.6373487, 39.8631666), (32.6371405, 39.8628707)]",7256.5985637401845
